key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
hero elf swordman desc,The average life span of the Elves is 10 times longer than humans. Their physical training was also excellent as you can not compare to that of humans. What if they learn the sword?,엘프의 평균수명은 인간보다 10배 더 길다. 그들의 신체 수련도는 인간의 것과 비교할 수 없을 만큼 뛰어나다. 그들이 검술을 배우면 어떻게 될까?,La durata della vita degli elfi è 10 volte più lunga di quella degli umani. I loro allenamenti fisici sono tra i più duri. Pensate cosa succederebbe se imparassero a usare una spada.,"Продолжительность жизни Эльфов в 10 раз дольше человеческой. То же можно сказать и об их физической подготовке, несравнимой ни с кем. Что, если они овладеют мечом впридачу?","El promedio de vida de los Elfos es 10 veces más que los humanos. Su entrenamiento físico también era excelente, ya que no se puede comparar a la de los humanos. ¿Y si se enteran de la espada?",La durée de vie moyenne des Elfes est 10 fois plus longtemps que les humains. Leur entraînement physique était aussi excellente que vous ne pouvez pas comparer à celle des humains. Et s'ils apprennent l'épée?,"Die durchschnittliche Lebensdauer der Elben ist 10-mal länger als der Mensch. Ihr körperliches Training war auch ausgezeichnet, da Sie nicht zu dem des Menschen vergleichen können. Was passiert, wenn sie das Schwert lernen?","Ortalama bir Elf'in ömrü bir insanın ömründen 10 kat daha fazladır. Ayrıca, onlar, insanlar fiziksel eğitimde onların eline su dökemez. Peki ya onlar, kılıç kullanmayı öğrenirlerse?",エルフの平均寿命は人間より10倍長い。彼らの身体能力は人間とは比べ物にならないくらい優れている。彼らが剣術を身につけばどうなるだろう。,"A média de vida dos elfos é 10 vezes maior do que a dos humanos. O seu treino físico também é excelente, você não pode comparar ao dos humanos. E se eles aprenderem a usar a espada?"
hero assassin desc,"Their sword is fast, like a cat. And they work in the dark.",그들의 칼은 고양이처럼 빠르다. 그리고 그들은 어둠속에서 활동한다.,La loro spada è agile come un gatto. Inoltre agiscono nella notte.,"Быстрый, прямо как кошка, несущаяся от вредного хулигана. Но только в отличие от кошек, их главная задача весьма ответственна.","La espada es rápido, como un gato. Además, funcionan en la oscuridad.","Leur épée est rapide, comme un chat. Et ils travaillent dans l'obscurité.","Ihr Schwert ist schnell, wie eine Katze. Und sie arbeiten in der Dunkelheit.","Onların kılıcı, bir kedi gibi hızlıdır. Ayrıca karanlıkta çalışırlar.",彼らの刀は猫のように素早い。そして暗闇の中で活動する。,"A sua espada é rápida, como um gato. E eles atuam na escuridão"
hero lion desc,King of the jungle. The male lion is the lazy beasts.,정글의 왕. 수컷 사자는 게으른 백수이다.,Il re della giungla. Serve descrivere altro?,Полноправный Король Джунглей.,Rey de la selva. El león macho es a las bestias perezosos.,Roi de la jungle. Le lion mâle est paresseux les bêtes.,König des Dschungels. Der männliche Löwe ist die faulen Tiere.,Ormanın kralıdır. Erkek aslanlar tembel yaratıklardır.,百獣の王。雄のライオンはなまけものだ。,Rei da selva. O leão macho é preguiçoso
hero crazy werewolf desc,Wolf man standing under a full moon.,보름달 아래에 서있는 늑대인간.,Questo lupo mannaro ama stare sotto la luna piena.,"Оборотень, настырно воющий на полную луну.",Lobo hombre de pie bajo la luna llena.,Loup-garou debout sous une pleine lune.,Wolf Mann unter einem Vollmond steht.,Dolunayın altında duran bir Kurtadam.,満月の下に立つ人狼。,Homem Lobo debaixo de uma lua cheia.
hero crazy bear desc,Bears also love the full moon as a werewolf.,곰도 늑대인간처럼 보름달을 좋아한다.,"Anche gli orsi amano stare sotto la luna piena, proprio come i lupi mannari.","Медведей манит полная луна не меньше Оборотней. Как ""не знали""?",Osos también aman la luna llena como un hombre lobo.,Les ours aiment aussi la pleine lune comme un loup-garou.,Bären lieben auch den Vollmond als Werwolf.,"Ayrıca, Ayılar da kurtadamlar kadar dolunayı severler.",熊も人狼のように満月を好んでいる。,Ursos também amam a lua cheia como os lobisomens
hero crazy lion desc,The lion is just crazy.,이 사자는 그냥 미쳤다.,Questo leone è davvero pazzo.,Лев. Просто сумасшедший лев.,El león es una locura.,Le lion est tout simplement fou.,Der Löwe ist einfach verrückt.,Aslan sadece... deli.,このライオンは可笑しい。,O leão é maluco
hero lady werewolf desc,Very attractive werewolf.,매우 매력적인 늑대인간.,Un lupo mannaro molto attraente.,"Самая привлекательная из оборотней. Но вы же не зоофил, да? Нет?..",hombre lobo muy atractivo.,loup-garou Très attrayante.,Sehr attraktiv Werwolf.,Aşırı çekici kurtkadın.,どても魅力的な人狼。,Lobisomem muito atraente
hero lady lion desc,The female lion is strong in practice.,암컷 사자는 실전에 강하다.,La leonessa è molto forte.,"Львицы не так слабы, как кажется.",El león femenino es fuerte en la práctica.,La lionne est forte dans la pratique.,Der weibliche Löwe ist in der Praxis stark.,"Pratikte, Dişi aslan güçlüdür.",メスのライオンは実戦に強い。,A leoa e forte na pratica
hero lady bear desc,A female bear is stronger than the male.,암컷 곰은 수컷을 능가하는 힘을 가지고 있다. 왜일까?,L'orso femmina è persino più forte di un orso maschio.,Может ли медведица оказаться сильнее самца?,Un oso hembra es más fuerte que el macho.,Un ours femelle est plus forte que le mâle.,Eine Bärin ist stärker als das Männchen.,Dişi bir ayı erkek bir ayıdan daha güçlüdür.,メスの熊はオスをも超える力を持っている。なぜだろう。,A ursa é mais forte que o urso
hero wizard desc,Senior wizards have a devastating spell.,고위 마법사는 치명적인 마법을 가지고 있습니다.,I maghi più anziani hanno poteri devastanti.,"Высшие колдуны обладают настоящими разрушительными заклинаниями, а не этими вашими ""магическими штучками"".",magos superiores tienen un hechizo devastador.,assistants supérieurs ont un sort dévastateur.,Senior Assistenten haben einen verheerenden Zauber.,Senior Büyücüleri yıkıcı bir büyüye sahiptir.,高位魔法師は致命的な魔法を使いこなす。,magos sénior tem um feitiço devastador
hero tanker desc,A magic can hurt him.,그를 때려보세요. 아마 맞은 줄도 모를껄요?,La magia può ferirlo gravemente.,Магия может причинить ему боль.,Una magia le puede hacer daño.,Une magie peut lui faire du mal.,Eine Magie kann ihn verletzt.,Büyü onları bozar.,彼を殴ってみてください。きっと気づかないでしょう。,Ele pode ser magoado pela magia
hero skeleton desc,The dead men don't die.,또 죽일 순 없잖아요? 그쵸?,Gli uomini morti non possono morire.,"По состоянию хуже зомби. Вероятно, настолько мёртвые действительно не умрут по новой.",Los hombres muertos no mueren.,Les hommes morts ne meurent pas.,Die Toten sterben nicht.,Ölü adam ölmez.,また殺すわけにはいかない。でしょう？,Os homens mortos não morrem
hero reaper desc,Have you seen him? Then you already ..,그를 보셨나요? 그럼 당신은 이미..,"Lo hai visto? Beh, allora sei già...",Ты видел? И я видел! Значит и ты уже...,¿Lo has visto? Entonces ya ..,"L'as-tu vu? Ensuite, vous avez déjà ..",Hast du ihn gesehen? Dann sind Sie schon ..,Onu gördün mü? öyleyse sen zaten...,彼を見つけましたか？ならあなたはもう...,Vestiu? Então tu já deves…
hero ent desc,The spirits of the forest is extremely sensitive when he woke up.,숲의 정령은 잠에서 깼을 때 몹시 예민합니다.,Lo spirito della foresta è estremamente sensibile al suo risveglio.,И духи леса пробуждаются вокруг...,Los espíritus del bosque es extremadamente sensible cuando se despertó.,Les esprits de la forêt est extrêmement sensible quand il se réveilla.,"Die Geister des Waldes ist extrem empfindlich, als er aufwachte.",Ormanın ruhu uyandığında aşırı hassastır.,森の精霊は寝起きの時がとても敏感になります。,os espíritos da floresta ficar extremamente sensíveis quando ele acordou
hero salamander desc,Fire Spirit is not a person.,불의 정령은 사람이 아니에요.,Lo Spirito del Fuoco non è una persona.,Огненная сущность как обычно не при делах.,Alcohol del fuego no es una persona.,Fire Spirit n'est pas une personne.,Feuer-Geist ist keine Person.,Alev Ruhu bir insan değildir.,炎の精霊は人間じゃありません。,o espirito de fogo não é uma pessoa
hero undine desc,Water Spirit is a little pretty.,물의 정령은 조금 예뻐요.,Lo Spirito dell'Acqua è molto carino.,Водная сущность по-своему хороша.,Espíritu agua es un poco bastante.,Esprit L'eau est un peu assez.,Wassergeist ist ein wenig hübsch.,Su Ruhu çok ponçiktir.,水の精霊はちょっとだけきれいです。,o espirito de agua é bonita.
hero santa desc,Nobody knows why he is angry. We just hope for christmas gifts.,산타가 왜 화가 났는지는 잘 모르겠다. 우리... 선물은 받을 수 있겠지?,Nessuno sa perché sia arrabbiato. Speriamo solo per i regali di Natale.,"Никто не знает, почему он так злится. Мы лишь надеялись на скромные рождественские подарки...",Nadie sabe por qué está enojado. Sólo esperamos para regalos de Navidad.,Personne ne sait pourquoi il est en colère. Nous espérons que pour les cadeaux de Noël.,"Niemand weiß, warum er wütend ist. Wir hoffen nur für Weihnachtsgeschenke.",Neden bu kadar sinirli olduğunu hiçkimse bilmiyor. Biz sadece yılbaşı hediyelerini umut ediyoruz.,彼が怒っている理由は誰も知らない。私達はちょうどクリスマスプレゼントのために願っています。,Ninguém sabe por que ele está zangado. Nós apenas esperamos por presentes de natal.
hero rudolph desc,Rudolph's nose does not glow anymore. That is why she seems so angry.,루돌프의 사슴코에서 빛이 사라졌어요! 그래서인지 몹시 화가 난 것 같아요 ㅠ0ㅠ,Il naso di Rudolph non brilla più. Ecco perché sembra così arrabbiata.,"Нос Рудольфа уже не так прекрасен. Наверно, поэтому он не в духе.",La nariz de Rudolph ya no se ilumina. Es por eso que parece tan enojado.,Le nez de Rudolph ne brille plus. Voilà pourquoi elle semble tellement en colère.,Rudolphs Nase leuchtet nicht mehr. Deshalb ist sie so wütend zu sein scheint.,Rudolph'un burnu artık parlamıyor. İşte bu yüzden sinirli görünüyor olmalı.,ルドルフの鼻はもう光りません。彼女は怒っ思える理由です。,O nariz de Rudolph não brilha mais. É por isso que ele parece tão zangado.
hero santadog desc,There is Santa in the dogs' world.,강아지 세상에도 산타는 있어요!,C'è Babbo Natale nel mondo dei cani.,"Есть Санта и в мире собак, конечно же.",No es Santa en el mundo de los perros.,Il est Père Noël dans le monde des chiens.,Es ist Sankt in der Welt der Hunde.,Köpekler dünyasında bir noelbaba vardır.,サンタは犬の世界にあります。,"No mundo dos cães, existe um pai natal"
