key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
change name alert,Don’t use bad words for your name. And report any insulting name. Here we inform you that any bad name can be changed by manager without warning.,욕설 등의 저속어로 이름을 짓지 말아주세요. 기분 나쁜 이름을 발견하면 신고해주세요. 사용자의 눈살을 찌푸리게 만드는 이름은 운영자에 의해 경고 없이 임의의 이름으로 변경 됨을 알려 드립니다.,Non usare parolacce per il tuo nome. Ti informiamo che ogni nome non adatto verrà modificato dal moderatore senza preavviso.,"Не используйте неприличные слова для никнейма. При обнаружении, менеджер может заменить имя на любое другое без предупреждения. Сообщайте, если встретите непристойные имена.",No uses mala palabra para tu nombre. Y denuncie cualquier nombre insultante. Aquí le informamos que cualquier administrador puede cambiar cualquier nombre incorrecto sin previo aviso.,Merci de ne pas utiliser de nom offensant et de faire un rapport si vous croisez un utilisateur avec un nom offensant.,"Verwenden Sie keine schlechte Wörter für Ihren Namen. Und etwaige beleidigenden Namen. Hier informieren wir Sie, dass alle schlechten Namen von Manager ohne Vorwarnung geändert werden kann.","Adınızda küfür kullanmayın. Buna aykırı olan her ismi rapor edin. Size bildiriyoruz, her bir küfürlü isim uyarı olmaksızın yönetici tarafından değiştirilebilir.",あなたの名前のために悪い言葉を使用しないでください。そして、任意の侮辱名前を報告します。ここでは、任意の悪い名前は警告なしに管理者によって変更することができることを通知します。,Não use palavrões para o seu nome. Denuncie qualquer nome insultuoso. Aqui informamos que qualquer nome ruim pode ser alterado pelo gerente sem aviso prévio.
hire,HIRE,고용,INGAGGIA,НАНЯТЬ,Emplear,Recruter,ANWERBEN,AL,雇用,contratar
fire,FIRE,해고,MANDA VIA,ОГОНЬ,Jubilar,Renvoyer,FEUER,ATEŞ,解雇,despedir
remove from deck,REMOVE FROM DECK,덱에서 제거,RIMUOVI DAL MAZZO,УБРАТЬ ИЗ КОЛОДЫ,REMOVER desde la cubierta,RETIRER DU,VOM DECK ENTFERNEN,DESTEDEN KALDIR,デッキから削除,remover do baralho
move to deck,MOVE TO DECK,덱으로 이동,SPOSTA NEL MAZZO,ПЕРЕМ. В КОЛОДУ,Moverse a la cubierta,DÉPLACER DANS,ZUM DECK ZIEHEN,DESTEYE TAŞI,デッキに移動,mover para o baralho
password,Password,비밀번호,Password,Пароль,Contraseña,Mot de passe,Passwort,Şifre,パスワード,Password
confirm password,Confirm password,비밀번호 확인,Conferma password,Подтвердите Пароль,Confirmar contraseña,Confirmez le mot de passe,Passwort bestätigen,Şifreyi onayla,パスワード確認,confirmar Password
upgrade time,Upgrade Time,업그레이드 시간,Tempo di Aggiornamento,Время Улучшения,actualizar Tiempo,Il est temps de faire une amélioration,Upgrade Zeit,Zaman arttırma,アップグレード時間,atualizar tempo
upgrade,UPGRADE,업그레이드,AGGIORNA,УЛУЧШИТЬ,MEJORAR,AMÉLIORER,VERBESSERN,Yükselt,アップグレード,atualizar
enemy killed,Killed Enemy,처지한 적,Nemici uccisi,Убито Врагов,Enemigos eliminados,Ennemi eliminé,Getötete Feinde,Öldürülen Düşman,倒した敵,inimigo morto
your rank,My rank,내 순위,Il mio rango,Мой ранг,Mi rango,Mon rang,Dein Rang,Sıralamam,ランク,meu nível
purchase success,PURCHASE COMPLETE,구매 완료,ACQUISTO COMPLETATO,УСПЕШНАЯ ПОКУПКА,COMPRA REALIZADA,ACHAT TERMINÉ,KAUF ABGESCHLOSSEN,SATIN-ALIM TAMAMLANDI,購入完了,compra completa
colosseum,ARENA,아레나,ARENA,КОЛИЗЕЙ,COLISEO,COLISÉE,ARENA,ARENA,アリーナ,arena
top,TOP,상위,TOP,TOП,TOP,TOP,TOP,ZİRVE,上位,Top
video not available,Video is not available now,광고가 준비되지 않았습니다,Il video non è al momento disponibile,Видео сейчас недоступно.,El video no está disponible,La vidéo n'est pas disponible,Video momentan nicht verfügbar,Video mevcut değil.,ビデオは現在使用できません。,vídeo não esta disponível de momento
ticket received,You received a golden ticket.,티켓이 지급되었습니다.,Hai ricevuto un biglietto d'oro,Вы получили золотой билет.,Has recibido un ticket dorado,Vous avez reçu un ticket doré,Du hast ein goldenes Ticker erhalten.,Bir altın bilet kazandın.,チケットが配布されました。,recebeu o bilhete de ouro
battle,Battle,배틀,Battaglia,Битва,BATALLA,Bataille,Schlacht,Savaş,バトル,batalha
food provide,Provide food,음식 제공,Fornisci cibo,Прокормить,Proveer alimentos,Nourri,Nahrung anbieten,Yiyecek sağla,食べ物を提供,dar comida
BEGINNER,BEGINNER,비기너,PRINCIPIANTE,НОВИЧОК,PRINCIPIANTE,DÉBUTANT,ANFÄNGER,ACEMİ,初心者,Iniciante
BRONZE,BRONZE,브론즈,BRONZO,БРОНЗА,BRONCE,BRONZE,BRONZE,BRONZ,ブロンズ,bronze
SILVER,SILVER,실버,ARGENTO,СЕРЕБРО,PLATA,ARGENT,SILBER,GÜMÜŞ,シルバー,prata
GOLD,GOLD,골드,ORO,ЗОЛОТО,ORO,OR,GOLD,ALTIN,ゴールド,ouro
PLATINUM,PLATINUM,플래티넘,PLATINO,ПЛАТИНА,PLATINO,PLATINE,PLATIN,PLATİN,プラチナム,platina
DIAMOND,DIAMOND,다이아몬드,DIAMANTE,АЛМАЗ,DIAMANTE,DIAMANT,DIAMANT,ELMAS,ダイアモンド,diamante
MASTER,MASTER,마스터,MAESTRO,МАСТЕР,MAESTRO,MAÎTRE,MEISTER,USTA,マスター,mestre
GRAND MASTER,GRAND MASTER,그랜드 마스터,MAESTRO SUPREMO,ВЛАСТИТЕЛЬ,GRAN MAESTRO,GRAND MAÎTRE,GROẞMEISTER,BÜYÜK ÜSTAT,グランドマスター,grande mestre
LEGENDARY,LEGENDARY,전설,LEGGENDARIO,ЛЕГЕНДА,LEYENDA,LÉGENDAIRE,LEGENDÄR,EFSANEVİ,レジェンド,legendário
congratulations,Congratulations,축하합니다,Complimenti,Поздравляем,Enhorabuena,Félicitations,Gratulation,Tebrikler,おめでとう！,parabéns
ask email,Questions,문의,Domande,Вопросы,Questions,Questions,Fragen,Sorular,質問,questões
chapter,Chapter,챕터,Capitolo,Глава,Capítulo,Chapitre,Kapitel,Bölüm,チャプター,capitulo
castle desc,HQ of the army. Workers can be trained in this building.,군대 본부. 이 건물에서 일꾼들이 훈련합니다.,Quartier generale dell'armata. In questo edificio si possono allenare i lavoratori.,Штаб армии. Здесь можно развивать рабочих.,Cuartel general del ejército. Los trabajadores pueden ser producidos en este edificio.,QG de l'armée. Sert à recruter des ouvriers.,Hauptquartier der Armee. Soldaten können hier trainiert werden.,Ordunun karargâhıdır. İşçiler bu binada eğitilir,軍隊の本部。この建物でワーカーが訓練をします。,quartel do exército. Os trabalhadores podem ser treinados neste edifício.
barbecue desc,This is where Orcs providing food for their troop.,오크가 자신의 부대를 위해 음식을 제공하는 곳이다.,Qui è dove gli orchi forniscono il cibo alle loro truppe.,Здесь Орки кормят едой свои войска.,Aquí es donde proporcionando Orcos alimento para sus tropas.,C'est ici que les Orcs produisent la nourriture pour leurs troupes.,Das ist wo die Orks Essen für ihre Truppen produzieren.,Burada Orklar birlikleri için yiyecek sağlarlar,オークが自軍に料理を提供する場所です。,aqui é onde os Orcs criam a comida para os seu guerreiros
temple desc,Wizards are trained here. Do not try to get on the stage without permission.,마법사는 여기서 훈련받을 수 있습니다. 허락없이 들어 가려고하지 마십시오.,Qui vengono allenati i maghi. Non provare ad entrare senza il permesso.,Здесь обучаются Колдуны. Не пытайтесь попасть туда без разрешения.,Los magos pueden ser entrenados aquí. No trates de entrar sin permiso.,Les mages sont entraînés dans ce bâtiment.,Zauberer werden hier ausgebildet. Versuch bloß nicht sie ohne Erlaubniss zu besuchen.,Burada Büyücüler eğitilir. İzin olmadan bölüme girmeyi deneme.,魔術師はここで訓練をします。勝手に入るのはやめてください。,Os magos são treinados aqui. Não tente subir ao palco sem permissão.
farm desc,Farm produces food. More food = More soldiers.,농장에서 음식을 생산합니다. 더 많은 군인을 모으기 위해 더 많은 음식을 준비하십시오.,La fattoria produce il cibo. Più cibo = Più soldati.,Ферма предоставляет еду. Больше еды - больше солдат.,La granja produce alimentos. Preparar más comida para reunir más soldados.,Les fermes produisent de la nourriture. Plus de nourritures = plus de soldats.,Farm produziert Nahrung. Mehr Essen = mehr Soldaten.,Çiftlik yiyecek üretir. Ne kadar çok yiyecek = O kadar çok asker.,農場では食べ物を作ります。多くの兵士を集めるためには食べ物もたくさん用意してください。,Quintas produzem comida. Mais comida = Mais soldados
barracks desc,Soldiers can be upgraded in this building.,군인은이 건물에서 업그레이드 할 수 있습니다.,I soldati possono essere potenziati in questo edificio.,Здесь можно развивать солдат.,Los soldados pueden ser actualizados en este edificio.,Les soldats peuvent être améliorés dans ce bâtiment.,Soldaten können in diesem Gebäude aufgerüstet werden.,Askerler bu binadan geliştirilebilir.,兵士はここでアップグレードできます。,Soldados podem ser melhorados neste edifício
underground bunker desc,Defense forces are hidden in this bunker until a flare is triggered.,신호탄이 켜질때까지 이 벙커에 방어 병력이 숨겨져 있습니다.,Le forze di difesa sono nascoste in questo bunker finchè non viene acceso un segnale d'allarme.,"Сила обороны скрыта в этом бункере, пока не сработает вспышка.",La fuerza de defensa se oculta en este búnker hasta que se activó una bengala.,Les forces de défense se cachent dans ce bunker jusqu'à la réception un signal,"Verteidigungskräfte werden in diesem Bunker versteckt, bis ein Aufflackern ausgelöst wird.","Savunma güçleri, bir işaret fişeği ateşlenene dek bu sığınakta gizlenirler.",信号弾が打ち上げられるまでパンか―には防衛兵士が隠れて待機します。,As forças de defesa estão escondidas neste bunker até que um sinal seja acionado.
trigger desc,Defense force will come out from underground bunkers when this flare is triggered.,이 플레어가 발동되면 지하 벙커에서 방어 병력이 나옵니다.,Le forze di difesa usciranno fuori non appena questo segnale viene acceso.,"Сила обороны появится из подземного бункера, когда эта вспышка будет запущена.",La fuerza de defensa saldrá de búnkeres subterráneos cuando se active esta bengala.,Les forces de défense sortiront des bunkers souterrains à la réception du signal.,"Defense Force wird aus unterirdischen Bunkern kommen, wenn diese Fackel ausgelöst wird.","Savunma güçleri; işaret fişeği ateşlendiğinde, yeraltı sığınaklarından çıkacaktırlar.",信号弾の合図で地下バンカーから防衛兵力が外に出ます。,A força de defesa sairá dos bunkers subterrâneos quando este sinal for acionado.
lumbermill desc,Workers can store lumbers in this building. Processed lumbers from this building is required for building more complicated ones.,노동자는이 건물에 목재를 저장할 수 있습니다. 그리고 이 건물에서 가공 된 목재는 더 복잡한 구조물을 만들기 위해 필요합니다.,In questo edificio i lavoratori possono depositare la legna.,Рабочие будут хранить здесь древесину. Обработанная древесина нужна для более сложных построек.,Los trabajadores pueden almacenar madera en este edificio. Y se requieren troncos procesados de este edificio para construir los más complicados.,Les ouvriers stockent le bois dans ce bâtiment. Le bois sert à construire des bâtiments plus complexes.,Die Arbeiter können in diesem Gebäude lumbers speichern. Verarbeitete lumbers von diesem Gebäude ist erforderlich für die komplizierteren Aufbau.,İşçiler bu binada odun depolayabilir. Bu binada işlenmiş olan odunlar daha karmaşık binalar için gereklidir.,ワーカーはここに木材を保存することができます。そしてここで加工された木材はレベルの高い建物を建てるのに必要な木材となります。,Os trabalhadores podem armazenar madeira neste edifício. Madeira processada deste edifício é necessária para construir outros edifício mais complicados.
watcher tower desc,Watcher tower will attack the intruders.,감시탑은 침입자를 공격 할 수 있습니다.,La torre di avvistamento attaccherà gli intrusi.,Сторожевые башни будут атаковать чужаков.,La torre vigía puede atacar a los intrusos.,Les tours de garde attaquent les intrus.,Watcher Turm wird die Eindringlinge angreifen.,Gözcü Kulesi düşmanlara saldıracaktır.,監視塔は侵入者を攻撃することができます。,torre de vigia atacara imigos
